"id","time","Xobs"
1,-20.3910716301762,-0.475703189060895
1,-15.3343624360859,0.000466722563479793
1,-11.8127049831674,0.270518857624242
1,-7.3856067173183,0.410743580975111
1,-4.41189844440669,2.46856659437116
1,0,6.4855432055806
2,-20.4250404867344,-0.753179833345902
2,-16.1820817631669,0.796138195173009
2,-12.5968447038904,0.813455510486246
2,-7.46682728175074,3.71209602441856
2,-3.51379012037069,2.57115534181643
2,0,4.72094574254306
3,-20.5186546295881,-2.51712484956491
3,-15.4470368488692,0.949239046443731
3,-11.4960242235102,0.992691990361791
3,-7.64703515032306,2.22807319312941
3,-3.89656107220799,3.80092327262642
3,0,6.29567433191848
4,-20.0554894213565,-5.52028636002361
4,-15.513501804322,-2.68410936864231
4,-11.0463927867822,0.426883148367894
4,-8.68747229734436,1.77753766350794
4,-4.74114837730303,1.91733188686392
4,0,5.19754699777416
5,-20.0342131522484,5.01471577410113
5,-16.7403380516917,5.34048444776901
5,-11.2320063859224,5.89285402078169
5,-7.01736414432526,3.54504634222702
5,-3.27606912795454,4.8513468378904
5,0,5.70416061916343
6,-20.3991872877814,-8.45355243330641
6,-16.394753634464,-5.88878075554351
6,-12.0477792033926,-2.01601169769478
6,-8.90303503209725,0.0636672620795494
6,-4.01676035998389,4.70483303083578
6,0,8.2449471993782
7,-20.0095124631189,-4.94185822700055
7,-15.3755092765205,-2.77627504403747
7,-11.690134910401,-0.731421256204276
7,-8.27850823802873,2.0211059020706
7,-4.05613689590245,2.24284225432534
7,0,6.9087802191147
8,-19.7270049238577,-15.8253482375496
8,-15.4141803211533,-11.0472378193544
8,-11.8565072841011,-9.98658519798189
8,-8.92124862736091,-5.63832483934885
8,-4.42468551220372,-0.0296039300924318
8,0,3.44045697904169
9,-20.5765947890468,-10.4297919301737
9,-15.592615690548,-4.74873801613958
9,-12.4750244505703,-5.80287270624968
9,-8.54730272106826,-1.63516308765628
9,-3.81362740928307,1.09653280820663
9,0,3.06454693855805
10,-20.7189248804934,-4.25387377339538
10,-16.414289267268,-4.50626650171576
10,-11.8025275273249,-1.61619653573457
10,-8.58193095680326,0.899220225038171
10,-4.09533785004169,1.99472382695024
10,0,3.75756909958903
11,-19.293929326348,-14.686112298249
11,-15.5199688063003,-10.5038907552236
11,-11.8606173601002,-7.02227926396605
11,-7.2893276149407,-2.46285572798791
11,-4.70344271557406,1.18908255509776
11,0,6.96527651695922
12,-19.8205388262868,-14.983786393402
12,-15.7804645630531,-11.6097008937086
12,-12.1586343925446,-7.15089831863688
12,-8.90297067863867,-5.28028946858736
12,-3.69814906688407,1.16628979993688
12,0,4.93951555156332
13,-19.8448727605864,-0.450842967268607
13,-16.5555038978346,0.228582929877872
13,-11.7208526143804,2.67573406963413
